date,port01,port02,port03,port04,port05,port06,port07,port08,port09,port10,portLS
2002-08-09,-0.0263050453718721,0.0105830161513225,0.267413106731516,0.614473293527213,0.0168364043929989,0.334108616379526,0.33316307497938,0.712258553392879,0.319928225090281,-0.0714016833892915,-0.0450966380174194
2002-08-12,-0.741436163419817,-1.24360962701072,-0.244751370055003,0.00646070836860616,0.125812341098988,-0.220618949184305,-0.0140740826703555,-0.0774899993048022,-0.536168107763894,-0.243437038011022,0.497999125408795
2002-08-13,-3.82916292490847,-2.43694432972219,-1.74834069185817,-2.27994263815699,-1.96471506285519,-1.7547917722393,-1.60788255716352,-1.94762842945585,-1.54226687535873,-2.22310871171672,1.60605421319175
2002-08-14,5.21080710035098,3.88204006769544,3.16407363720461,2.15469424326884,1.93958713648376,2.25951253642411,2.92013702927459,1.76483911309779,1.9440487391176,3.08699894509809,-2.12380815525289
2002-08-15,1.60449789345253,1.29665758200416,2.43664134687966,1.32467637470008,1.55453291076776,1.65275306055342,1.74591337442113,1.37820334289602,1.15419411783925,1.75053909890452,0.14604120545199
2002-08-16,2.33332203822384,2.23101128845367,0.425662932116886,0.184615309400334,-0.0253831175741085,0.601548736212334,0.281191449787831,0.0329433672285606,0.313592094141448,0.541696907018699,-1.79162513120515
2002-08-19,3.30125293320223,2.43087625105985,1.77247990161405,2.00949454426817,1.78062770772372,1.49549796089634,1.23371676881355,1.27959155900406,1.49292774945839,1.95437094999594,-1.3468819832063
2002-08-20,-0.459958645605491,-1.92549109592509,-0.887197816989826,-0.853640405144106,-0.970385875986669,-1.08565054792338,-1.02300882891549,-0.884668822382762,-0.435916259259754,-0.44049663279861,0.019462012806881
2002-08-21,5.18305376956169,3.03692829544452,1.83659061784483,1.48177781380473,2.24746818769872,1.68543559930396,1.78758525739789,1.14575582058204,1.50423408218408,1.53119367565216,-3.65186009390952
2002-08-22,2.59498850978705,1.25790342418885,1.13763171408648,0.775446964455199,0.116323454137265,0.287203565477258,1.04101840922772,1.25105484965373,1.41920714801871,0.607524356176979,-1.98746415361007
2002-08-23,-4.12474476435355,-3.22633391138188,-2.15158639538373,-1.92416490046658,-1.68664027796558,-2.21987585979985,-1.92774607167356,-1.51923318331147,-2.13497103855391,-2.58806108681056,1.53668367754299
2002-08-26,1.52609639044615,1.97565983269075,1.23511520708845,1.44336934411111,1.85142242902008,1.96714648982825,0.964609290922103,1.57393618150946,1.8434997706651,1.50333594124749,-0.0227604491986571
2002-08-27,-3.31868745503963,-3.22413045196135,-1.70210288006115,-1.86370442458075,-1.67673886651601,-2.10988867947602,-1.41774613642222,-1.65617904408327,-1.12304781004993,-1.84046909817118,1.47821835686845
2002-08-28,-3.63712934710612,-3.25304209411939,-1.70320457848863,-1.51577095937423,-1.64067549850784,-2.27546339631048,-2.27036760195661,-1.72573794158676,-1.90653115236689,-2.85702860869507,0.780100738411054
2002-08-29,1.8419008539978,0.958801176891526,0.414618237011117,0.0826151729140305,0.444368692818973,0.382435149249801,0.694416353412017,-0.0500182921199219,-0.103078094229225,0.0307453067077794,-1.81115554729002
2002-08-30,-1.91017609554307,-1.0206878936401,-0.197631530726307,-0.355423226925333,-0.269656151763786,-0.0647838125079368,-0.0224408376956904,0.191312021535586,0.278571659565515,0.828528142954427,2.73870423849749
2002-09-03,-4.46886417910448,-4.32959696969697,-3.17012089552239,-3.60276666666667,-2.78701492537313,-3.19383333333333,-2.62941791044776,-2.62699545454546,-2.23776119402985,-3.21405223880597,1.25481194029851
2002-09-04,2.16403019894694,2.58095424236044,2.98029999544053,2.6105308372801,1.82202712202319,2.42834978935414,1.9923557855655,1.77421926538565,2.40302449025888,1.91525133816839,-0.248778860778552
2002-09-05,-3.73631472861123,-2.12451245942137,-2.21766053754222,-2.25832498130519,-1.49071094097231,-1.4977202484606,-1.71914948523122,-1.32998943581899,-1.62735710591806,-0.83185423192028,2.90446049669095
2002-09-06,3.50383621649628,3.21199927176495,3.47723922205423,2.45530645020606,2.02192426465551,2.71841832470935,1.85595427212588,2.23106203239533,2.40318840342989,1.74961013891117,-1.75422607758511
2002-09-09,0.617203329970334,0.813861066722277,0.588456170155634,0.307918009182688,0.385547544463864,0.852522263937954,0.89451300106544,0.966478773732007,0.307302231890504,-0.0407805893340394,-0.657983919304374
2002-09-10,0.926153828487093,0.625546144971585,0.735433151568777,1.3783706978384,0.301907047891717,0.229464048178085,0.232689257313206,-0.135203877907171,0.017751911556203,0.162014782584909,-0.764139045902184
2002-09-11,1.19936490046604,0.450779281216491,0.243547475737561,0.145408788398056,-0.279539131019593,-0.13696861031766,0.115950943412918,0.1064074071358,-0.212625588546799,-0.19493957082287,-1.39430447128891
2002-09-12,-2.5379318637066,-3.0675718751936,-1.7437544376238,-1.73922524720485,-2.20152674517944,-1.77480495333993,-1.9420128726436,-1.40647277876328,-1.85404394725084,-1.16050047581671,1.37743138788989
2002-09-13,-0.223156470197715,-0.250129440444778,0.907755124383416,0.3670089312817,0.389908880665003,0.754052404412008,0.220251130410168,0.542023399382731,0.650434281722817,0.526157909743251,0.749314379940966
2002-09-16,-1.51928323065328,-1.58586717108626,-0.877357731506952,-0.246082046933681,-0.165941698961482,-0.425859725082478,-0.184039758827442,0.0504844522581084,-0.343822025955647,-0.627637482150902,0.891645748502377
2002-09-17,-1.75943264623163,-1.86043064163867,-1.78107808849675,-3.10190244310183,-2.33794768040943,-1.6131941861514,-2.09812248609654,-1.71519230889974,-1.49282160171431,-1.62615533168363,0.133277314547998
2002-09-18,-2.29501782493312,-1.51395748348425,-0.973946196056451,-0.674859583400173,-0.796780155604785,-0.350223679119923,-0.610292648202977,-0.688136513027514,-1.0210062456888,-1.59534679134983,0.699671033583289
2002-09-19,-4.26304822090615,-2.94643150015853,-3.16526623065663,-3.28787220269856,-2.63360208910165,-2.83271174616298,-2.03867458883713,-2.58140060120098,-2.73335770812162,-2.47456991413947,1.78847830676668
2002-09-20,-1.19157507891783,-0.501411134328491,0.75450144284634,0.753023746226106,-0.183279959297343,0.565004351281699,0.441473764454205,0.515982757145021,0.721893796305869,-0.168249516568717,1.02332556234911
2002-09-23,-4.23079691511699,-2.74429820477355,-2.71434189328044,-2.05469842135651,-1.50853034618347,-1.9284746823174,-1.78240152856005,-1.80231099578448,-2.02954951924978,-1.97181980885441,2.25897710626258
2002-09-24,-1.3543754850336,-2.16046205529766,-1.51057024799681,-0.768023256409916,-1.28595180879545,-1.40486822742055,-1.88421382815425,-1.69961434319247,-0.944418083407943,-0.478576836529555,0.875798648504043
2002-09-25,3.96378926820721,3.26573050575445,2.13080738519581,2.20385593027401,1.55460194168194,2.73907074808392,2.24900877605603,2.08658073626289,1.75897272929846,2.69939144423048,-1.26439782397672
2002-09-26,1.0762460698094,2.12588653044342,1.7786528867832,2.16792560010236,1.88161297431649,3.03210642446726,1.68075173910071,1.92565908645065,2.21267832094694,2.09484588235256,1.01859981254315
2002-09-27,-3.60645152171858,-3.12666346088692,-2.69176404510491,-2.4421404969685,-2.4063419195641,-2.62473331790683,-1.770060135095,-1.57513379368868,-1.49544539178681,-1.73476261385497,1.87168890786361
2002-09-30,-0.950409441453904,-1.84728300517633,-0.852997234683674,-0.389230017890374,0.0714132843856849,-1.1959822296752,-0.850329194887699,-0.126308141724986,0.0530771750575202,0.214333518598386,1.16474296005229
2002-10-01,2.58046461538461,1.64513125,2.500753125,1.92280615384615,1.2631703125,1.73055625,2.77524769230769,2.3875140625,1.38245625,2.63281692307692,0.0523523076923085
2002-10-02,-3.29522208121288,-2.87139251479304,-2.90311490837369,-2.67685158778233,-2.29674598250947,-1.68868687291073,-2.63769334052163,-2.11746883827952,-2.04135002318488,-1.1616983952966,2.13352368591629
2002-10-03,-3.72495450495335,-2.30763396665641,-0.645015628579862,-1.70120754498623,-0.614956465098543,-0.39197753522757,-0.99062138367631,-0.83885345659277,-0.841116845079863,-1.28819121908855,2.4367632858648
2002-10-04,-5.43932906029724,-3.92871190319501,-2.84441938769407,-2.55146683119699,-1.76909724431255,-2.16108139341132,-2.86341038974872,-1.89969124202055,-2.54298093913332,-2.22663913526853,3.21268992502871
2002-10-07,-4.35645526244942,-2.66956152826776,-2.81967657494275,-3.32182686648356,-3.33457730022615,-2.36840407042483,-2.79647463863941,-2.28599152312396,-2.05962393089938,-1.98858472214097,2.36787054030845
2002-10-08,-0.660538388837766,-0.0322297002958624,-0.211277822834385,0.513595654853694,0.842528122414432,0.574323390364976,0.658205720347559,1.16497038448382,0.755479050323635,1.20285169295017,1.86339008178794
2002-10-09,-4.03957102821813,-4.58295653475749,-5.06812330575884,-4.36496118230739,-3.87054489287306,-3.53626272392119,-4.16240350373001,-4.02235346127159,-3.10853305258177,-3.27980689395987,0.75976413425826
2002-10-10,3.9208984949471,2.37054270422591,3.09860751148772,3.77802043504977,3.73381813556701,2.96541819147903,2.74767518052773,2.9251565892564,1.6088638363654,2.17274909954262,-1.74814939540448
2002-10-11,5.96257998620301,4.5042730678839,3.85327837493509,3.60988958232916,3.63861893534738,2.88895373037006,2.8303456411452,2.6302002700548,2.31152288713937,2.02707252261562,-3.93550746358739
2002-10-14,1.15848533111511,1.01927721839234,-0.094333420760535,-0.0693163715178383,0.103011197248968,0.260422628941963,0.212845118426127,-0.373364141519499,0.630304587395898,0.200730366124919,-0.957754964990195
2002-10-15,7.08202030950211,6.04687115462577,5.54115625557526,4.86658020911368,4.53765124538053,3.94234042919343,4.59713306977992,3.49576921761185,3.65020823560065,2.87635064342875,-4.20566966607336
2002-10-16,-6.58387583574695,-4.08873596110762,-3.46875540706533,-3.34621851647837,-2.45316904569992,-2.89811905076152,-2.54504020065791,-2.58665452320767,-1.94451258264224,-1.7725567532205,4.81131908252644
2002-10-17,6.07652171045096,3.49236341617173,2.75329120143407,3.12161645777382,2.3543360342518,2.8750705392217,3.18887075351407,2.55242821366595,1.66091333992552,2.09003474863437,-3.98648696181659
2002-10-18,0.568772538630877,0.184982365618171,0.447142101439085,-0.107455638864526,-0.540421209754844,0.513974901222614,-0.246148429718341,-0.0614186344016903,0.296924926044818,0.424795258077437,-0.14397728055344
2002-10-21,4.77411159239209,2.26689195562971,2.2181008837998,1.99104463949063,1.93185963099126,1.80324428861372,1.69119223584585,2.40334956071173,1.53380515768224,0.866736681909155,-3.90737491048293
2002-10-22,-1.59950505369697,-1.23109379360212,-1.88381956080717,-1.78727364984839,-1.24556077245292,-1.42561342889912,-1.23541816227016,-1.59250374799581,-1.17432509033902,-1.40461145602995,0.194893597667023
2002-10-23,2.66774273939255,1.58666944262079,2.4518148985018,1.4265869390473,1.3171206361971,1.36508723896103,1.45743316561841,1.26075431764898,0.944621185331639,0.920811677262061,-1.74693106213049
2002-10-24,-0.452537796251705,-0.496979613378033,-0.733766029663396,-0.523221920834656,-0.993996092744055,-1.10887996135563,-1.46007212000422,-1.73016605093183,-1.37539908582563,-0.968488016584791,-0.515950220333086
2002-10-25,3.63408200576611,2.05879501388462,1.37545547511978,1.70613465116387,0.734558610251635,1.08385633379071,1.02741425392827,1.1360954949253,0.651809547852321,1.30730235399968,-2.32677965176643
2002-10-28,-0.144781968714014,-0.0276732527650655,-0.966922723727942,-1.0085731084945,-1.5263292693345,-1.3883199173064,-0.643953065568779,-1.82808164161398,-1.49269942011475,-1.95969035097725,-1.81490838226323
2002-10-29,-1.79863844862382,-0.78025080074479,-1.25716906170763,-0.337720044645184,-0.267885015080685,0.468930806857775,-0.653180801764322,0.0886815614480157,-0.699095774431121,-0.17679633170783,1.62184211691599
2002-10-30,3.44446848041046,2.31583416681433,1.47868383383123,0.949165049238139,0.540075922304412,0.246889541328571,0.734056387500017,0.168245383388325,0.625533552956202,0.414889830124637,-3.02957865028582
2002-10-31,-0.0208234390870369,-0.017429226393043,-0.0814597133471065,-0.551119257787268,-0.515046340776734,-0.522981922903716,-0.202278391282206,-0.302479678192422,-0.256338621801076,-0.346512713901698,-0.325689274814661
2002-11-01,3.70303384615385,2.83274461538461,2.04971230769231,2.55741538461539,2.227515625,1.35054,1.85408461538462,1.84272461538462,0.752770769230769,0.57428,-3.12875384615385
2002-11-04,4.70416748078967,3.49711846874156,1.07093419838081,0.198496147036287,0.362517584925842,0.714710572038848,-0.339819456089182,-0.348030715562915,-0.0618511560766239,-1.12465640323672,-5.8288238840264
2002-11-05,-0.114180541101957,-0.157053310168579,0.134343279061484,-0.264436225304895,-0.211217236398168,-0.466992694282873,-0.000726851535548776,-0.249510062625908,-0.680389322303754,0.00786168009316923,0.122042221195127
2002-11-06,4.97445248496469,2.36320353395114,1.96491751523487,2.02814695674168,2.03548753142724,1.47825118507726,0.921430829658026,1.10506390324298,1.43424933165826,1.23563536849663,-3.73881711646806
2002-11-07,-3.90559237036527,-3.23843422255531,-2.91842588357551,-2.26004741226163,-1.9791736787638,-1.73886110636473,-1.97430652860934,-1.60265187494435,-1.64007367703838,-1.73496669272294,2.17062567764233
2002-11-08,-4.0067146107848,-2.44269031081358,-1.58964868549847,-1.31376584760694,-2.09385574704225,-1.08498602687521,-1.19160963307542,-1.03095361072894,-0.904493552755288,-2.18743699742684,1.81927761335797
2002-11-11,-4.80863879265981,-3.03695205914433,-3.09426800583243,-2.10286162404976,-2.1890330298432,-1.80043748219841,-1.74402372449074,-1.59735745120666,-1.60661490228446,-2.49236565848283,2.31627313417698
2002-11-12,2.08204043379325,1.84070982355438,0.878968213032334,0.753517099713567,0.868507802745082,0.551894976029739,0.485972717108778,1.05866686409906,0.270989565454261,1.37942660159946,-0.702613832193781
2002-11-13,0.603710030682259,0.401681613032857,0.424238581444739,-0.0957867330667219,0.467473426356806,-0.40189376000557,0.234706204889701,-0.187128732180815,-0.0930962833048415,0.384978751265873,-0.218731279416385
2002-11-14,4.36884358689286,3.97408827840416,1.94768653389627,2.4120341089398,2.7060310206945,1.64499081125587,2.32543117647332,1.90413930270066,1.89930342955293,1.49762126246358,-2.87122232442928
2002-11-15,0.412951825984984,0.492377152315159,0.657745480389328,0.806392211319851,0.894402403932225,0.659695601251539,0.289533038069194,0.372169466239149,0.821819434109186,0.328886808464473,-0.0840650175205118
2002-11-18,1.37161750243722,-0.102457011250992,-0.756292808727777,-1.08225048853476,-0.598561554305699,-0.756785217001954,-0.923539161990691,-0.905370734272395,-0.988677673706724,-0.691932827359619,-2.06355032979684
2002-11-19,-0.547189827953027,-1.29211649606798,-0.38373657462892,-1.06390159664456,-0.861449617076392,-0.729319926120993,-0.466725219151983,-0.65659475663376,-0.892996003469354,-0.589869189988167,-0.0426793620351393
2002-11-20,3.54643865415527,3.24723144019498,1.37277375056882,2.00884907424486,1.89338232749184,2.24100356698707,1.28570110832784,1.62390217206269,1.20867245562212,1.67245605768527,-1.87398259647
2002-11-21,7.72764127176406,4.19549714700399,3.91639467364732,2.65199848719064,2.83538867447839,1.87378419544647,1.70714846525559,1.00128035909756,1.24709945387334,0.490748979400542,-7.23689229236352
2002-11-22,1.72887824148442,1.15042395991031,0.702831582164487,0.208586378562982,-0.0685314291676866,0.0139774331129368,-0.198136149229756,0.183885840384303,-0.0960938691260112,-0.364360780105271,-2.09323902158969
2002-11-25,3.0452015529456,1.95181456974851,1.46893927386622,0.82897789575091,-0.225003576550506,0.216945934696252,0.841799917704496,0.0138660266490712,0.132035768735804,0.00427238472613261,-3.04092916821947
2002-11-26,-3.59064318982323,-1.90893248070556,-0.691440026272504,-1.62213553209089,-1.47123896027168,-0.832924947340583,-0.918327396929624,-1.58193857605094,-1.18329650730958,-1.35478472467669,2.23585846514654
2002-11-27,4.20724664810862,4.38084492870182,3.12639955068626,2.89644317406036,3.02821109268042,2.48635985284739,2.27700680659994,2.49571755797763,2.09752862486117,2.44514174257595,-1.76210490553267
2002-11-29,0.565214093177313,0.0184120350581817,-0.0590278381721023,-0.383325924182345,-0.379184404583017,-0.116136936737667,-0.328008069141069,-0.623063771998894,-0.370968268340568,-0.205754796064768,-0.770968889242082
2002-12-02,0.271134782608696,0.491707246376812,0.92823768115942,-0.206730882352941,-0.0604246376811594,0.446628985507246,0.311927941176471,0.324053623188406,0.0913985507246377,0.566215942028986,0.29508115942029
2002-12-03,-3.70874705382217,-3.01188300829293,-2.50884900404196,-1.52428192305879,-1.68678172993574,-0.986529001821632,-1.1269272638095,-0.740510754526379,-0.825266952303667,-1.29793390022976,2.41081315359241
2002-12-04,-2.90067695230212,-1.35433697889622,-0.952408609090676,-0.271155856436102,-0.308326320344333,-0.0703502770908065,0.0293564117087578,-0.128943148566186,-0.182658841490138,0.809075756246965,3.70975270854908
2002-12-05,-0.938074490671018,-1.07650052243134,-0.264736855987074,-0.561097971635053,-0.396274314033177,-0.489897174086888,-0.66405974063118,-0.307645513807533,-0.262646382101064,-0.491790740426581,0.446283750244437
2002-12-06,-0.573604335079735,0.0770878397245561,0.365727948224485,0.392261522100257,0.458415372152508,0.687063223998034,1.09922143933961,0.946343862417728,0.864196515129951,0.313331499275228,0.886935834354963
2002-12-09,-3.56298715524637,-3.89515527763358,-3.1971718561201,-2.86399131595578,-2.26449778833166,-1.90562156473491,-2.00106372264955,-1.65502166779799,-1.40906836934344,-1.91391270467449,1.64907445057188
2002-12-10,3.02925626090632,2.14323969828353,2.14237762729436,1.43092819570195,1.56537427701125,1.24516261342445,1.25656446994008,1.14454413323241,1.00259565589084,0.775640500358861,-2.25361576054746
2002-12-11,-0.812404266445684,0.215344245513185,-0.00700732168827511,0.184233977496898,0.134876543669819,0.231243314134834,-0.018351096266592,0.246155553712074,0.452747414944422,-0.220226841385411,0.592177425060273
2002-12-12,-0.0746909616464951,0.834972252644417,0.692849858278758,0.754853370073334,0.0325951835337991,0.263674048888291,0.306740220843107,0.850522135880718,0.0804418730440829,0.600832560814814,0.675523522461309
2002-12-13,-2.55849967138454,-1.73823938532003,-2.07741511872583,-1.45227554799618,-1.42310098422812,-1.14005934645077,-1.39755914963741,-0.978485802494079,-1.12062046720635,-1.3248217797739,1.23367789161064
2002-12-16,2.1776660948248,2.34957212351312,2.48779981843477,2.39651490121932,1.75038458740934,2.13384050913214,2.04689490452666,1.70224485505939,1.40406143791265,1.38871596974462,-0.78895012508018
2002-12-17,-0.670401439426261,-1.18891911418409,-0.993486268297638,-0.8602312745536,-0.867577355657145,-0.322558248351035,-0.306227841384723,-1.00322736004525,-0.716837331879378,-0.698380420089348,-0.0279789806630871
2002-12-18,-2.59423395552747,-2.03868712659397,-2.26785375411154,-2.20162980028973,-1.29712375150141,-0.6870115440925,-0.952609219658789,-1.28066632297441,-1.40440230578692,-1.1826849616534,1.41154899387407
2002-12-19,-1.18156264268188,-0.492251040966187,-1.03801851685998,-0.256244035066414,0.0367885936610303,-0.510478267467259,-0.11077675276747,0.209260950589023,-0.143536727304221,-0.233031023101452,0.948531619580424
2002-12-20,0.351490826430545,1.07863854134252,0.536043552696305,1.29577605221938,0.837063557150659,0.572789662476793,1.01893124776756,0.758194259228552,0.941898850255697,1.52637741581782,1.17488658938728
2002-12-23,2.74320323055084,0.190711760922577,0.694647190831917,0.317426034889905,0.216553454369174,0.224559558269172,0.55540793225078,0.379233179058244,0.113192383706659,0.373118989193976,-2.37008424135687
2002-12-24,-0.746334525461065,-0.554720750622274,-0.574657436537465,-0.329409642163681,-0.425544283316002,-0.656008944297411,-0.499595547453014,-0.332964004132361,-0.307158634278619,-0.472199115799792,0.274135409661273
2002-12-26,0.996646928669831,0.497420260144321,0.67503875694361,0.573899727146458,0.116764476040664,0.0133898419865172,0.306485672687594,0.217775285716253,0.731894788363452,-0.163909783371904,-1.16055671204174
2002-12-27,-0.692958469736838,-1.59366748318663,-1.66182219256955,-1.51160734121021,-1.40088564121044,-1.09214936092822,-1.37969996092274,-1.16003329577057,-1.31057704816225,-1.71408252993897,-1.02112406020213
2002-12-30,-0.417222529175436,-0.287921419071356,-0.221998579554417,-0.447853219287563,-0.297418495437419,0.178773839509985,0.0173939846028544,0.0675632047777951,0.482783545797361,0.0698736141333095,0.487096143308745
2002-12-31,1.48516450092551,1.70168494012904,0.951509048665193,0.980911018490145,0.490261215997289,0.348512616367354,0.579501984724029,0.551651015823659,0.289261792227431,0.0380410009801711,-1.44712349994534
2003-01-02,3.21837941176471,3.7596552238806,2.42068970588235,3.43459253731343,2.74121194029851,2.66783823529412,2.35411194029851,2.73974558823529,2.08578955223881,2.83529705882353,-0.383082352941177
2003-01-03,-0.774985284058935,-0.673560046112019,-0.710927421025011,-0.304024284640938,-0.744152702031587,-0.862489119271414,-0.509353666885617,-0.374487048472721,-0.305683207850395,0.460993827358316,1.23597911141725
2003-01-06,1.82076790951525,2.07973801473524,1.71785355275332,1.577953308057,1.43499479348614,1.58593846311278,1.01792256185493,1.67230965729309,1.74402941624482,2.29865160732441,0.47788369780916
2003-01-07,-0.651878135070143,-1.27568025725429,-0.746000887408219,-0.77447337425669,-0.435893948270679,-0.860050626374216,-0.921015689313707,-0.560626769463455,-0.286754616479689,0.164326447876065,0.816204582946208
2003-01-08,-1.22608420722116,-1.15735532617555,-1.30660054245694,-1.57322677533573,-1.76044094179522,-1.11379530623033,-1.17777148698562,-1.48017920050594,-0.558790627721995,-1.8884530995615,-0.662368892340339
2003-01-09,2.66712375312006,1.47119907362553,1.79046857880919,1.9776629570082,1.78749990545107,1.85020717633107,1.73163359487286,1.41524024138723,1.62649239198135,2.70728444512987,0.0401606920098119
2003-01-10,1.23879100854272,-0.093842906858472,0.582035974353859,0.879167185146061,-0.0321366613396272,0.0770688841615522,0.0101392585537561,-0.375556420098398,-0.0213493161449761,1.09069178529982,-0.148099223242901
2003-01-13,-0.126049555655548,-0.0241301263168474,-0.120425505327061,0.00678779724423947,-0.224457117562258,-0.338188114990432,-0.148970778820964,-0.284679175043016,-0.49393340040401,0.024479497335688,0.150529052991236
2003-01-14,0.437971248093197,0.331948987914984,0.618251987821353,0.460197736439194,0.270950223630962,0.484441002596607,0.0365264477983107,0.473375962614368,0.145249232612209,0.340500614626365,-0.097470633466832
2003-01-15,-1.26332528129771,-1.26056969069699,-0.485126456348509,-0.852590688339374,-1.03497105036868,-0.545807554798763,-0.620817427240812,-0.811242384038274,-0.600055372429162,-1.0254538967549,0.237871384542811
2003-01-16,-0.711002446423251,0.269246944110588,0.441886698370974,0.0631062908370772,0.93210215655964,0.559370797848567,0.454665337314555,-0.466612793952283,0.0655897132629316,0.0142270943778665,0.725229540801117
2003-01-17,-1.66877882687496,-1.59599292039078,-0.97996502197851,-1.68751591025719,-1.14863706574661,-1.39659054685317,-0.938672158949295,-1.38542852955152,-1.19484962060871,-2.2694977140636,-0.600718887188635
2003-01-21,-2.26116954703386,-1.56881767686939,-1.265274695882,-1.31509262252268,-1.39761299429765,-1.54127250427449,-2.02969479200223,-1.6080798511429,-1.7746985309618,-1.4542623673918,0.806907179642063
2003-01-22,-1.95082877545178,-1.42736321460996,-1.42495830099193,-1.38094534228954,-0.467481750965682,-1.04681895702169,-0.792107197820735,-0.664905829728281,-0.695860939364118,-0.191747764944385,1.7590810105074
2003-01-23,0.392626026771313,0.494894420911092,0.94134696958423,0.860892872544836,1.33384875774272,0.953230276468286,0.70375031228837,0.995420543277585,1.04353642002809,0.98439321410762,0.591767187336307
2003-01-24,-2.78004324992478,-2.23378830443722,-2.128581520997,-2.15328475825878,-2.3247735860542,-2.11549344262742,-2.06479401405524,-1.9584385617279,-2.13411242762026,-2.50662293256929,0.27342031735549
2003-01-27,-2.48566264063502,-2.62344019233112,-1.92812271121562,-2.1357384936466,-1.70974728290658,-1.76802063578773,-1.86989966439741,-1.57083702935614,-1.49186111373578,-1.87924431109525,0.606418329539775
2003-01-28,1.485851461217,1.1543712013661,1.15521462075759,1.33461063808887,0.868493996338654,0.896519773610461,1.39213547498318,0.828116117107314,1.27378255135409,1.71714771665948,0.231296255442482
2003-01-29,0.115304532717263,0.167500843492351,-0.566428029554683,0.136403922722172,0.743817622958176,0.113969239064499,0.171659567477166,0.467848953424452,0.524460017062042,0.089406352491768,-0.0258981802254948
2003-01-30,-2.6338751261394,-2.40100514361503,-1.69671785864059,-2.10446320304142,-1.55191829755115,-1.29485528621469,-1.38528439177411,-1.71728998865092,-1.65798898014487,-2.55915585953769,0.0747192666017087
2003-01-31,0.641051053054704,1.24349306133446,0.827679718224985,1.2368333636685,0.963527775021102,1.1260009162382,1.59462883259957,1.3417608224713,1.45510374019822,0.894474591818337,0.253423538763633
2003-02-03,-0.613523880597015,-0.254898461538462,-0.0251818181818183,-0.129804545454546,-0.177548484848485,-0.148256060606061,-0.179362686567164,-0.412147692307692,-0.0619439393939394,-0.110086567164179,0.503437313432836
2003-02-04,-1.89380116488115,-0.897180239951942,-0.78791880769521,-0.532323400344408,-1.14532073905673,-0.886828060355724,-0.747907206625998,-0.603199546983673,-0.335194064394464,-0.94188909515792,0.951912069723232
2003-02-05,-1.2376334022835,-0.53970979340513,-0.52044211644541,-0.316474036920258,-0.482647989324125,0.0377582191899595,-0.492998545345753,-0.33949189958738,-0.927568466588404,-0.778786187497208,0.458847214786292
2003-02-06,-1.72189359142454,-0.687849287814551,-1.28078079943191,-0.980215288411965,-1.15897356549493,-0.565491942501025,-0.229607512757102,-0.874133546182801,-0.276436971038512,-0.584354950750585,1.13753864067395
2003-02-07,-1.21612717116704,-1.83979648636961,-1.85676991859408,-1.65256786452814,-1.34299625556163,-1.47554902707521,-1.49660427587245,-1.28059656819304,-1.35910396058352,-1.43249371720827,-0.216366546041234
2003-02-10,0.638205980466366,1.05312008960948,0.743475133852358,1.04272830650232,0.679176243767895,0.938528463845284,0.705336360783816,0.601574172971471,0.580715818734202,0.817461343384743,0.179255362918377
2003-02-11,-0.988482908695077,-0.416862171002034,-0.871160720595725,-0.861775704640682,-0.829231186078464,-1.09714551009137,-0.338156318009295,-0.0368967556249896,-0.891255272012234,0.145238330602131,1.13372123929721
2003-02-12,-2.37981110018899,-1.72031414215232,-1.22698069383011,-1.35115315911062,-1.28424330240104,-1.3232994861504,-1.65928218057123,-1.39594152316789,-1.23161120491445,-1.7374129456545,0.642398154534488
2003-02-13,-1.11643005162823,-0.525666502854186,-0.686978626383731,-0.414260401495082,-0.555190497018118,-0.676121785698481,-0.438977562076553,-0.932171043674629,0.100959457299089,-0.904825422540575,0.211604629087656
2003-02-14,1.67664276004132,1.3224628375277,0.927566639098381,0.537089703285363,1.13486928448044,0.917107937682685,0.903557324940311,1.23613461041314,0.711719803897875,1.07414891220495,-0.602493847836363
2003-02-18,2.16620961080321,2.55538080915353,2.02811670482149,1.78987054057773,2.08491830913565,1.82425704987213,1.99126902643608,1.83291855005397,1.78022611056572,2.86383679744621,0.697627186643002
2003-02-19,-1.20083245624083,-1.14504535115245,-1.05574713531822,-0.817939103244656,-0.913079173765933,-1.38934621652496,-1.12256925904127,-0.730934158079953,-0.944244231934573,-1.18727407648436,0.0135583797564685
2003-02-20,0.0885117400854294,-0.115301182907838,-0.4514151586405,-0.53746806256369,-0.313566261438549,-0.601369746022039,-0.752003012363186,-0.344534921992213,0.160996825042445,-0.154502685947279,-0.243014426032708
2003-02-21,1.30829008483802,1.41906868626043,1.53091769886223,1.1021269803088,1.45601714362161,1.47543245924133,1.22162963880309,1.60477843730137,1.07075144486885,1.50139507585469,0.193104991016666
2003-02-24,-2.24851797029208,-2.22380450467932,-2.08486442952062,-1.75027523159291,-1.63998648080939,-1.57512775365102,-1.88906640792447,-1.77633615147234,-1.31387438504699,-1.72090823815894,0.527609732133141
2003-02-25,0.820857961366117,0.573004198541571,0.269512075318967,0.845320711196269,0.81468165625583,0.700822468495442,0.86839914117427,0.752193374824965,0.343382540208537,1.4610485991938,0.640190637827681
2003-02-26,-2.01009094383287,-0.73685774474742,-0.782042285024267,-0.954724584066068,-1.05391900465561,-0.522541663091221,-1.0167949791129,-0.592982837460754,-0.884874870529922,-0.508128157500871,1.501962786332
